FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,id,infra,name,iso3,Continent_Code,dist,matches
KEp02,KEp02g,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Fertilizer,Unspecified (Dry Bulk),-999.0,NA,<Null>,<Null>,Grain Bulk Handlers Ltd. (GBHL),Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp002, KEp005",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02e,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Soda Ash,"Dense Soda Ash Sodium Carbonate, Crushed Refined Soda",-999.0,NA,<Null>,<Null>,Tata Chemicals Limited Magadi,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp002, KEp003",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02c,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Mineral Sands,"Rutile, Ilmenite, Zircon",-999.0,NA,<Null>,Kwale Mineral Sands Mine,Base Resources,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp001",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02h,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Iron and Steel,Unspecified (Break-Bulk),-999.0,NA,<Null>,<Null>,<Null>,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp003",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02b,Kenya,Mombasa,<Null>,Oil and Gas Terminal,-4.04269,39.62995,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",-999.0,NA,<Null>,East Africa Oil Refinery,Kipevu Oil Terminal,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp003",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
KEp02,KEp02f,Kenya,Mombasa,<Null>,Bulk Commodities Port,-4.04269,39.62995,E,Y,Cement,Unspecified,-999.0,NA,<Null>,<Null>,Bamburi Cement Company,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp002, KEp004",Mombasa,47100,POINT (4411585.854162892 -447393.86034954974),port757,port,Mombasa_Kenya,KEN,AF,781.952052959835,Y
GHp01,GHp01a,Ghana,Takoradi,<Null>,Bulk Commodities Port,4.886308,-1.736887,E,Y,Aluminum,Bauxite (Bulk),-999.0,NA,<Null>,<Null>,Marine Operations Department,Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,GHp1,"NGA-WPI-Pub150, Google Maps, GHA002","NGA-WPI-Pub150, GHp001, GHp003",Western,46040,POINT (-193349.37640545654 540964.8752396055),port1255,port,Takoradi_Ghana,GHA,AF,823.2974103726551,Y
GHp01,GHp01b,Ghana,Takoradi,<Null>,Bulk Commodities Port,4.886308,-1.736887,E,Y,Manganese,Manganese Ore,-999.0,NA,<Null>,"Nsuta-Tarkwa Manganese Mine, Western Region, Ghana",Ghana Manganese Co. Ltd.,Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, GHA003","NGA-WPI-Pub150, GHp001, GHp003",Western,46040,POINT (-193349.37640545654 540964.8752396055),port1255,port,Takoradi_Ghana,GHA,AF,823.2974103726551,Y
GHp01,GHp01d,Ghana,Takoradi,<Null>,Oil and Gas Terminal,4.886308,-1.736887,E,Y,Oil and Gas Products,Natural Gas,-999.0,NA,<Null>,Kwame Nkrumah Fpso Extracting from Jubilee Field,Ghana Oil Company (GOIL),Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, GHA005","NGA-WPI-Pub150, GHp001",Western,46040,POINT (-193349.37640545654 540964.8752396055),port1255,port,Takoradi_Ghana,GHA,AF,823.2974103726551,Y
GHp01,GHp01c,Ghana,Takoradi,<Null>,Oil and Gas Terminal,4.886308,-1.736887,E,Y,Oil and Gas Products,"Light, Sweet Crude Oil",-999.0,NA,<Null>,"Jubilee, Twenboa-Enyenra-Ntomme (Ten) and Offshore Cape Three Points (Octp) Fields, and Sankofa Oil Fields",Ghana Oil Company (GOIL),Ghana Ports and Harbours Authority,https://www.ghanaports.gov.gh/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, GHA004","NGA-WPI-Pub150, GHp001, GHp003",Western,46040,POINT (-193349.37640545654 540964.8752396055),port1255,port,Takoradi_Ghana,GHA,AF,823.2974103726551,Y
AGp04,AGp04a,Angola,Malongo Oil Terminal,<Null>,Oil and Gas Terminal,-5.396569,12.197717,E,N,Oil and Gas Products,"Cabinda and Nemba Crude Oil, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,Cabinda Gulf Oil Company Ltd. (CABGOC),Cabinda Gulf Oil Company Ltd. (CABGOC),https://angola.chevron.com/e<Null>bout/our-history-in-angola,LPG to Brazil,AGp4,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp006, AGp010",Cabinda,46487,POINT (1357843.6452804566 -597617.7834675811),port691,port,Malongo_Angola,AGO,AF,833.8002820889552,Y
NGp09,NGp09d,Nigeria,Port Harcourt,<Null>,Bulk Commodities Port,4.758376,7.005019,E,Y,Tin,Unspecified,-999.0,NA,<Null>,Jos Plateau,Ports & Terminal Operators Ltd. (PTOL),Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, NGp008, NGp009, Google Earth","NGA-WPI-Pub150, NGp008, NGp010, NGp009",Rivers,46210,POINT (779795.1480772065 526767.9597892488),port954,port,Port Harcourt_Nigeria,NGA,AF,852.5215431947154,Y
NGp09,NGp09c,Nigeria,Port Harcourt,<Null>,Bulk Commodities Port,4.758376,7.005019,E,Y,Coal,Unspecified,-999.0,NA,<Null>,Anambra State,Ports & Terminal Operators Ltd. (PTOL),Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, NGp008, NGp009, Google Earth","NGA-WPI-Pub150, NGp008, NGp010, NGp009",Rivers,46210,POINT (779795.1480772065 526767.9597892488),port954,port,Port Harcourt_Nigeria,NGA,AF,852.5215431947154,Y
NGp09,NGp09e,Nigeria,Port Harcourt,<Null>,Bulk Commodities Port,4.758376,7.005019,E,Y,Columbite,Unspecified,-999.0,NA,<Null>,Jos Plateau,Ports & Terminal Operators Ltd. (PTOL),Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, NGp008, NGp009, Google Earth","NGA-WPI-Pub150, NGp008, NGp010, NGp009",Rivers,46210,POINT (779795.1480772065 526767.9597892488),port954,port,Port Harcourt_Nigeria,NGA,AF,852.5215431947154,Y
NGp09,NGp09b,Nigeria,Port Harcourt,<Null>,Oil and Gas Terminal,4.758376,7.005019,E,Y,"Oil and Gas Products, Refined","Diesel, Dual Purpose Kerosene (DPK), Petrol, Base Oil",-999.0,NA,<Null>,<Null>,BUA Port and Terminals Ltd,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, NGp008, NGp009, Google Earth","NGA-WPI-Pub150, NGp007, NGp009",Rivers,46210,POINT (779795.1480772065 526767.9597892488),port954,port,Port Harcourt_Nigeria,NGA,AF,852.5215431947154,Y
NGp09,NGp09a,Nigeria,Port Harcourt,<Null>,Oil and Gas Terminal,4.758376,7.005019,E,Y,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,Ports & Terminal Operators Ltd. (PTOL),Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp9,"NGA-WPI-Pub150, NGp008, NGp009, Google Earth","NGA-WPI-Pub150, NGp008, NGp010, NGp009",Rivers,46210,POINT (779795.1480772065 526767.9597892488),port954,port,Port Harcourt_Nigeria,NGA,AF,852.5215431947154,Y
GNp02,GNp02a,Guinea,Kamsar,<Null>,Bulk Commodities Port,10.644509,-14.613841,E,N,Aluminum,Bauxite (Bulk),-999.0,NA,<Null>,<Null>,Abu Dhabi Ports,Office d'Amenagement de Boke (OFAB),<Null>,China and other Markets,GNp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, GNp003",Boké,45850,POINT (-1626805.3386538639 1183929.5840851432),port536,port,Kamsar_Guinea,GIN,AF,884.8050816136354,Y
EGp05,EGp05b,Egypt,Damietta,<Null>,Oil and Gas Terminal,31.455324,31.760809,E,Y,Oil and Gas Products,Unspecified Liquid Bulk,2.0,Million metric tons,<Null>,<Null>,Damietta Port Authority,Damietta Port Authority,https://www.dpa.gov.eg/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp005",Dumyat (Damietta),45151,POINT (3535597.0850624205 3669729.254938156),port274,port,Damietta_Egypt,EGY,AF,897.1683515202989,Y
EGp05,EGp05a,Egypt,Damietta,<Null>,Oil and Gas Terminal,31.455324,31.760809,E,Y,Oil and Gas Products,Unspecified,6.5,Million metric tons,<Null>,<Null>,Damietta Port Authority,Damietta Port Authority,https://www.dpa.gov.eg/,<Null>,EGp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp005",Dumyat (Damietta),45151,POINT (3535597.0850624205 3669729.254938156),port274,port,Damietta_Egypt,EGY,AF,897.1683515202989,Y
MUp01,MUp01a,Mauritius,Port Louis,<Null>,Oil and Gas Terminal,-20.143158,57.490517,E,Y,"Oil and Gas Products, Refined","White Oil (Motor Gasoline, Ethanol, Gas Oil, Aviation Fuel), Fuel Oil, Liquefied Petroleum Gas (LPG)",1.5,Million metric tons,<Null>,<Null>,<Null>,Mauritius Ports Authority (MPA),http://www.mauport.com/,"Indian Ocean Islands, East Africa",MUp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MUp001, MUp003",Port Louis,47720,POINT (6399815.077882037 -2275290.1300510736),port965,port,Port Louis_Mauritius,MUS,AF,947.7402837396967,Y
MUp01,MUp01c,Mauritius,Port Louis,<Null>,Bulk Commodities Port,-20.143158,57.490517,E,Y,Coal,Dry Bulk Cargo,-999.0,NA,<Null>,<Null>,<Null>,Mauritius Ports Authority (MPA),http://www.mauport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MUp001",Port Louis,47720,POINT (6399815.077882037 -2275290.1300510736),port965,port,Port Louis_Mauritius,MUS,AF,947.7402837396967,Y
MUp01,MUp01e,Mauritius,Port Louis,<Null>,General Cargo Port,-20.143158,57.490517,E,Y,Chemical Products,Caustic Soda,1000.0,Metric tons (storage),<Null>,<Null>,<Null>,Mauritius Ports Authority (MPA),http://www.mauport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MUp001, MUp002",Port Louis,47720,POINT (6399815.077882037 -2275290.1300510736),port965,port,Port Louis_Mauritius,MUS,AF,947.7402837396967,Y
MUp01,MUp01b,Mauritius,Port Louis,<Null>,Bulk Commodities Port,-20.143158,57.490517,E,Y,Cement,Dry Bulk Cargo,95500.0,Metric tons (storage),<Null>,<Null>,Holcim ( Mauritius) Ltd. and Lafarge ( Mauritius) Cement Ltd,Mauritius Ports Authority (MPA),http://www.mauport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MUp001, MUp002",Port Louis,47720,POINT (6399815.077882037 -2275290.1300510736),port965,port,Port Louis_Mauritius,MUS,AF,947.7402837396967,Y
MUp01,MUp01d,Mauritius,Port Louis,<Null>,Bulk Commodities Port,-20.143158,57.490517,E,Y,Fertilizer,Unspecified (Dry Bulk),-999.0,NA,<Null>,<Null>,The Mauritius Chemical and Fertilizer Industry Ltd and Island Fertilizer Ltd.,Mauritius Ports Authority (MPA),http://www.mauport.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MUp001, MUp002",Port Louis,47720,POINT (6399815.077882037 -2275290.1300510736),port965,port,Port Louis_Mauritius,MUS,AF,947.7402837396967,Y
DZp04,DZp04a,Algeria,Bejaia,<Null>,Oil and Gas Terminal,36.751575,5.08693,E,N,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,<Null>,Entreprise Portuaire de Bejaia,https://portdebejaia.dz/,<Null>,DZp4,"NGA-WPI-Pub150, DZp006, Google Earth","NGA-WPI-Pub150, DZp006, DZp007",Béjaïa,45550,POINT (566274.457301027 4378967.435324067),port138,port,Bejaia_Algeria,DZA,AF,973.441575420963,Y
MZp01,MZp01g,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Iron and Steel,Steel (Unspecified),-999.0,NA,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp008, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01d,Mozambique,Beira,<Null>,Oil and Gas Terminal,-19.818507,34.835331,E,Y,"Oil and Gas Products, Refined","Fuel, Diesel, Jet Oil, Petroleum",3.0,Million metric tons,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp010, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01h,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Dimension Stone,Granite,-999.0,NA,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp008, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01f,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Copper,Unspecified,-999.0,NA,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, TZp004, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01e,Mozambique,Beira,<Null>,General Cargo Port,-19.818507,34.835331,E,Y,Fertilizer,Ammonium Nitrate,-999.0,NA,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01c,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Coal,Unspecified (Bulk),6.0,Million metric tons,<Null>,Moatize Region of Tete Province,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp008, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01b,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Chromium,Chrome Ore,-999.0,NA,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, TZp004, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
MZp01,MZp01a,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Ferroalloys,Ferrochrome,-999.0,NA,<Null>,<Null>,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,MZp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp008, MZp012",Sofala,46890,POINT (3877851.3085351367 -2237062.927029982),port137,port,Beira_Mozambique,MOZ,AF,1008.443997666372,Y
LRp01,LRp01a,Liberia,Buchanan,<Null>,Bulk Commodities Port,5.858548,-10.050165,E,N,Iron and Steel,Iron Ore,-999.0,NA,<Null>,"Mount Tokadeh Deposit at Yekepa, Nimba County",ArcelorMittal,National Port Authority of Liberia (NPA),http://www.npaliberia.com/,"European Steel Plants, Asia Open Market",LRp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LRp002, LRp003, LRp004, LRp005, LRp006, LRp007, LRp008",GrandBassa,45950,POINT (-1118779.2501883802 648951.6195599113),port181,port,Buchanan_Liberia,LBR,AF,1038.4719524948584,Y
ZAp03,ZAp03b,South Africa,East London,<Null>,Bulk Commodities Port,-33.024996,27.909525,E,Y,Scrap Metal,Unspecified,210000.0,Metrict tons,"Shared capacity: ZAp03b, ZAp03c",<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp003, ZAp007, ZAp008",Eastern Cape,46830,POINT (3106874.111282138 -3875336.3528763293),port315,port,East London_South Africa,ZAF,AF,1046.3511128752036,Y
ZAp03,ZAp03c,South Africa,East London,<Null>,Bulk Commodities Port,-33.024996,27.909525,E,Y,Chemical Products,Unspecified,210000.0,Metrict tons,"Shared capacity: ZAp03b, ZAp03c",<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp003, ZAp007, ZAp008",Eastern Cape,46830,POINT (3106874.111282138 -3875336.3528763293),port315,port,East London_South Africa,ZAF,AF,1046.3511128752036,Y
ZAp03,ZAp03a,South Africa,East London,<Null>,Bulk Commodities Port,-33.024996,27.909525,E,Y,Copper,Unspecified (Bulk),-999.0,NA,<Null>,Zambia,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,China,ZAp3,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp003, ZAp008, ZAp018",Eastern Cape,46830,POINT (3106874.111282138 -3875336.3528763293),port315,port,East London_South Africa,ZAF,AF,1046.3511128752036,Y
MAp06,MAp06b,Morocco,Port Nador,<Null>,Oil and Gas Terminal,35.276804,-2.917286,E,Y,"Oil and Gas Products, Refined","Gas, Oil, Butane",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp003",Oriental,45762,POINT (-324750.79201834585 4176884.173761179),port971,port,Port Nador_Morocco,MAR,AF,1112.4069465979283,Y
MAp06,MAp06a,Morocco,Port Nador,<Null>,Bulk Commodities Port,35.276804,-2.917286,E,Y,Ores,"Clay, Lead, Barium (Barite), and Bentonite",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp6,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp003",Oriental,45762,POINT (-324750.79201834585 4176884.173761179),port971,port,Port Nador_Morocco,MAR,AF,1112.4069465979283,Y
LYp05,LYp05a,Libya,Tripoli,Mina Tarabulus,General Cargo Port,32.904334,13.190503,E,Y,Chemical Products,Unspecified,-999.0,NA,<Null>,<Null>,Libyan Ports Company (Socialist Ports Company),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,LYp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp001, LYp010",Tripoli,45330,POINT (1468360.0772671474 3859402.4862762783),port748,port,Mina Tarabulus (Tripoli)_Libya,LBY,AF,1122.9730138477344,Y
LYp05,LYp05b,Libya,Tripoli,Mina Tarabulus,Oil and Gas Terminal,32.904334,13.190503,E,Y,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,Libyan Ports Company (Socialist Ports Company),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp001, LYp010",Tripoli,45330,POINT (1468360.0772671474 3859402.4862762783),port748,port,Mina Tarabulus (Tripoli)_Libya,LBY,AF,1122.9730138477344,Y
LYp05,LYp05d,Libya,Tripoli,Mina Tarabulus,Oil and Gas Terminal,32.904334,13.190503,E,Y,Oil and Gas Products,Natural Gas,-999.0,NA,<Null>,<Null>,Libyan Ports Company (Socialist Ports Company),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp001, LYp010",Tripoli,45330,POINT (1468360.0772671474 3859402.4862762783),port748,port,Mina Tarabulus (Tripoli)_Libya,LBY,AF,1122.9730138477344,Y
LYp05,LYp05c,Libya,Tripoli,Mina Tarabulus,Oil and Gas Terminal,32.904334,13.190503,E,Y,"Oil and Gas Products, Refined",Refined Petroleum Products,-999.0,NA,<Null>,<Null>,Libyan Ports Company (Socialist Ports Company),Libyan Ports Company (Socialist Ports Company),https://www.lpclibya.com/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp001, LYp010",Tripoli,45330,POINT (1468360.0772671474 3859402.4862762783),port748,port,Mina Tarabulus (Tripoli)_Libya,LBY,AF,1122.9730138477344,Y
AGp02,AGp02b,Angola,Lobito,<Null>,Bulk Commodities Port,-12.347971,13.575202,E,Y,Ores,Unspecified (Containerized or Bulk),-999.0,NA,<Null>,<Null>,<Null>,"Empresa Portuaria Do Lobito, E.P.",<Null>,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp009",Benguela,46590,POINT (1511184.574055829 -1376203.8153071613),port656,port,Lobito_Angola,AGO,AF,1187.2291164097933,Y
AGp02,AGp02a,Angola,Lobito,<Null>,Bulk Commodities Port,-12.347971,13.575202,E,Y,Copper,Unspecified,-999.0,NA,<Null>,Congo (Kinshasa),<Null>,"Empresa Portuaria Do Lobito, E.P.",<Null>,<Null>,AGp2,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp009",Benguela,46590,POINT (1511184.574055829 -1376203.8153071613),port656,port,Lobito_Angola,AGO,AF,1187.2291164097933,Y
AGp02,AGp02c,Angola,Lobito,<Null>,Oil and Gas Terminal,-12.347971,13.575202,E,Y,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,<Null>,"Empresa Portuaria Do Lobito, E.P.",<Null>,<Null>,<Null>,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp009",Benguela,46590,POINT (1511184.574055829 -1376203.8153071613),port656,port,Lobito_Angola,AGO,AF,1187.2291164097933,Y
ZAp02,ZAp02e,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Dimension Stone,Granite,-999.0,NA,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp005","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02g,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Chromium,Chrome Ore,32000.0,Metric tons,"Shared capacity: ZAp02d, ZAp02g, ZAp02h",<Null>,Bulk Connections,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp007","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02i,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Copper,Unspecified,-999.0,NA,<Null>,Southeast Congo (Kinshasa),Bluff Coal Loading Appliance (Rennies Facility) & Berths,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp009","NGA-WPI-Pub150, CDp002, ZAp018",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
ZAp02,ZAp02b,South Africa,Durban,<Null>,Bulk Commodities Port,-29.891513,31.024477,E,Y,Fertilizer,Monocalcium Phosphate (MCP),32000.0,Metric tons,"Shared capacity: ZAp02d, ZAp02g, ZAp02h",<Null>,Bulk Connections,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp007","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (3453628.981767628 -3468321.8715541903),port311,port,Durban_South Africa,ZAF,AF,1209.5890892486243,Y
